site,transect,date,depth_m,name,transect_distance,relief_cm
KL-W12,Shallow,12/3/2014,15.1,Lad,12,5
KL-W12,Shallow,12/3/2014,15.1,Lad,16,35
KL-W12,Shallow,12/3/2014,15.1,Lad,20,0
KL-W12,Shallow,12/3/2014,15.1,Lad,24,13
KL-W12,Shallow,12/3/2014,15.1,Lad,28,16
KL-W12,Shallow,12/3/2014,15.1,Lad,32,10
KL-W12,Shallow,12/3/2014,15.1,Lad,36,0
KL-W12,Shallow,12/3/2014,15.1,Lad,40,20
KL-W12,Shallow,12/3/2014,15.1,Lad,44,0
KL-W12,Shallow,12/3/2014,15.1,Lad,48,6
KL-W12,Deep,12/3/2014,16.8,Steph,0,20
KL-W12,Deep,12/3/2014,16.8,Steph,4,140
KL-W12,Deep,12/3/2014,16.8,Steph,8,35
KL-W12,Deep,12/3/2014,16.8,Steph,12,5
KL-W12,Deep,12/3/2014,16.8,Steph,16,8
KL-W12,Deep,12/3/2014,16.8,Steph,20,0
KL-W12,Deep,12/3/2014,16.8,Steph,24,6
KL-W12,Deep,12/3/2014,16.8,Steph,28,20
KL-W12,Deep,12/3/2014,16.8,Steph,32,15
KL-W12,Deep,12/3/2014,16.8,Steph,36,40
KL-W12,Deep,12/3/2014,16.8,Steph,40,70
KL-W12,Deep,12/3/2014,16.8,Steph,44,25
KL-W12,Deep,12/3/2014,16.8,Steph,48,40
KL-W2,Deep,13/03/2014,18.2,Lad,4,13
KL-W2,Deep,13/03/2014,18.2,Lad,8,30
KL-W2,Deep,13/03/2014,18.2,Lad,12,80
KL-W2,Deep,13/03/2014,18.2,Lad,16,30
KL-W2,Deep,13/03/2014,18.2,Lad,20,20
KL-W2,Deep,13/03/2014,18.2,Lad,24,16
KL-W2,Deep,13/03/2014,18.2,Lad,28,18
KL-W2,Deep,13/03/2014,18.2,Lad,32,21
KL-W2,Deep,13/03/2014,18.2,Lad,36,5
KL-W2,Deep,13/03/2014,18.2,Lad,40,98
KL-W2,Deep,13/03/2014,18.2,Lad,44,30
KL-W2,Deep,13/03/2014,18.2,Lad,48,10
KL-W2,Shallow,13/03/2014,14.8,Steph,0,8
KL-W2,Shallow,13/03/2014,14.8,Steph,4,12
KL-W2,Shallow,13/03/2014,14.8,Steph,8,47
KL-W2,Shallow,13/03/2014,14.8,Steph,12,29
KL-W2,Shallow,13/03/2014,14.8,Steph,16,38
KL-W2,Shallow,13/03/2014,14.8,Steph,20,40
KL-W2,Shallow,13/03/2014,14.8,Steph,24,4
KL-W2,Shallow,13/03/2014,14.8,Steph,28,7
KL-W2,Shallow,13/03/2014,14.8,Steph,32,0
KL-W2,Shallow,13/03/2014,14.8,Steph,36,9
KL-W2,Shallow,13/03/2014,14.8,Steph,40,50
KL-W2,Shallow,13/03/2014,14.8,Steph,44,30
KL-W2,Shallow,13/03/2014,14.8,Steph,48,120
KL-W7,Deep,14/03/2014,16.7,Steph,0,80
KL-W7,Deep,14/03/2014,16.7,Steph,4,36
KL-W7,Deep,14/03/2014,16.7,Steph,8,10
KL-W7,Deep,14/03/2014,16.7,Steph,12,140
KL-W7,Deep,14/03/2014,16.7,Steph,16,35
KL-W7,Deep,14/03/2014,16.7,Steph,20,40
KL-W7,Deep,14/03/2014,16.7,Steph,24,15
KL-W7,Deep,14/03/2014,16.7,Steph,28,60
KL-W7,Deep,14/03/2014,16.7,Steph,32,36
KL-W7,Deep,14/03/2014,16.7,Steph,36,25
KL-W7,Deep,14/03/2014,16.7,Steph,40,130
KL-W7,Deep,14/03/2014,16.7,Steph,44,92
KL-W7,Deep,14/03/2014,16.7,Steph,48,48
KL-W7,Shallow,15/03/2014,16.2,Steph,0,40
KL-W7,Shallow,15/03/2014,16.2,Steph,4,77
KL-W7,Shallow,15/03/2014,16.2,Steph,8,45
KL-W7,Shallow,15/03/2014,16.2,Steph,12,19
KL-W7,Shallow,15/03/2014,16.2,Steph,16,22
KL-W7,Shallow,15/03/2014,16.2,Steph,20,55
KL-W7,Shallow,15/03/2014,16.2,Steph,24,47
KL-W7,Shallow,15/03/2014,16.2,Steph,28,23
KL-W7,Shallow,15/03/2014,16.2,Steph,32,24
KL-W7,Shallow,15/03/2014,16.2,Steph,36,97
KL-W7,Shallow,15/03/2014,16.2,Steph,40,77
KL-W7,Shallow,15/03/2014,16.2,Steph,44,38
KL-W7,Shallow,15/03/2014,16.2,Steph,48,62
KL-W8,Deep,15/03/2014,18.2,Lad,0,65
KL-W8,Deep,15/03/2014,18.2,Lad,4,17
KL-W8,Deep,15/03/2014,18.2,Lad,8,24
KL-W8,Deep,15/03/2014,18.2,Lad,12,12
KL-W8,Deep,15/03/2014,18.2,Lad,16,44
KL-W8,Deep,15/03/2014,18.2,Lad,20,21
KL-W8,Deep,15/03/2014,18.2,Lad,24,9
KL-W8,Deep,15/03/2014,18.2,Lad,28,36
KL-W8,Deep,15/03/2014,18.2,Lad,32,36
KL-W8,Deep,15/03/2014,18.2,Lad,36,20
KL-W8,Deep,15/03/2014,18.2,Lad,40,49
KL-W8,Deep,15/03/2014,18.2,Lad,44,21
KL-W8,Deep,15/03/2014,18.2,Lad,48,20
Ten 2A,Offshore,29/03/2014,9.1,Lad,0,24
Ten 2A,Offshore,29/03/2014,9.1,Lad,4,95
Ten 2A,Offshore,29/03/2014,9.1,Lad,8,20
Ten 2A,Offshore,29/03/2014,9.1,Lad,12,50
Ten 2A,Offshore,29/03/2014,9.1,Lad,16,31
Ten 2A,Offshore,29/03/2014,9.1,Lad,20,29
Ten 2A,Offshore,29/03/2014,9.1,Lad,24,20
Ten 2A,Offshore,29/03/2014,9.1,Lad,28,63
Ten 2A,Offshore,29/03/2014,9.1,Lad,32,48
Ten 2A,Offshore,29/03/2014,9.1,Lad,36,30
Ten 2A,Offshore,29/03/2014,9.1,Lad,40,30
Ten 2A,Offshore,29/03/2014,9.1,Lad,42,14
Ten 2A,Offshore,29/03/2014,9.1,Lad,48,21
Ten 2A,NW2,29/03/2014,9.2,Steph,0,110
Ten 2A,NW2,29/03/2014,9.2,Steph,4,24
Ten 2A,NW2,29/03/2014,9.2,Steph,8,18
Ten 2A,NW2,29/03/2014,9.2,Steph,12,34
Ten 2A,NW2,29/03/2014,9.2,Steph,16,12
Ten 2A,NW2,29/03/2014,9.2,Steph,20,0
Ten 2A,NW2,29/03/2014,9.2,Steph,24,10
Ten 2A,NW2,29/03/2014,9.2,Steph,28,60
Ten 2A,NW2,29/03/2014,9.2,Steph,32,12
Ten 2A,NW2,29/03/2014,9.2,Steph,36,0
Ten 2A,NW2,29/03/2014,9.2,Steph,40,20
Ten 2A,NW2,29/03/2014,9.2,Steph,44,21
Ten 2A,NW2,29/03/2014,9.2,Steph,48,6
Ten 3A,Offshore,29/03/2014,8.8,Lad,0,32
Ten 3A,Offshore,29/03/2014,8.8,Lad,4,42
Ten 3A,Offshore,29/03/2014,8.8,Lad,8,17
Ten 3A,Offshore,29/03/2014,8.8,Lad,12,39
Ten 3A,Offshore,29/03/2014,8.8,Lad,16,28
Ten 3A,Offshore,29/03/2014,8.8,Lad,20,19
Ten 3A,Offshore,29/03/2014,8.8,Lad,24,140
Ten 3A,Offshore,29/03/2014,8.8,Lad,28,27
Ten 3A,Offshore,29/03/2014,8.8,Lad,32,13
Ten 3A,Offshore,29/03/2014,8.8,Lad,36,22
Ten 3A,Offshore,29/03/2014,8.8,Lad,40,39
Ten 3A,Offshore,29/03/2014,8.8,Lad,42,36
Ten 3A,Offshore,29/03/2014,8.8,Lad,48,31
Ten 3A,West 2,29/03/2014,8.7,Steph,0,25
Ten 3A,West 2,29/03/2014,8.7,Steph,4,55
Ten 3A,West 2,29/03/2014,8.7,Steph,8,130
Ten 3A,West 2,29/03/2014,8.7,Steph,12,200
Ten 3A,West 2,29/03/2014,8.7,Steph,16,28
Ten 3A,West 2,29/03/2014,8.7,Steph,20,30
Ten 3A,West 2,29/03/2014,8.7,Steph,24,40
Ten 3A,West 2,29/03/2014,8.7,Steph,28,18
Ten 3A,West 2,29/03/2014,8.7,Steph,32,107
Ten 3A,West 2,29/03/2014,8.7,Steph,36,30
Ten 3A,West 2,29/03/2014,8.7,Steph,40,0
Ten 3A,West 2,29/03/2014,8.7,Steph,44,0
Ten 3A,West 2,29/03/2014,8.7,Steph,48,70
Ten 5A,West 2,29/03/2014,8.2,Steph,0,42
Ten 5A,West 2,29/03/2014,8.2,Steph,4,25
Ten 5A,West 2,29/03/2014,8.2,Steph,8,0
Ten 5A,West 2,29/03/2014,8.2,Steph,12,30
Ten 5A,West 2,29/03/2014,8.2,Steph,16,18
Ten 5A,West 2,29/03/2014,8.2,Steph,20,0
Ten 5A,West 2,29/03/2014,8.2,Steph,24,60
Ten 5A,West 2,29/03/2014,8.2,Steph,28,30
Ten 5A,West 2,29/03/2014,8.2,Steph,32,33
Ten 5A,West 2,29/03/2014,8.2,Steph,36,9
Ten 5A,West 2,29/03/2014,8.2,Steph,40,0
Ten 5A,West 2,29/03/2014,8.2,Steph,44,0
Ten 5A,West 2,29/03/2014,8.2,Steph,48,26
Ten 5A,Offshore,29/03/2019,8.2,Lad,0,8
Ten 5A,Offshore,29/03/2019,8.2,Lad,4,72
Ten 5A,Offshore,29/03/2019,8.2,Lad,8,7
Ten 5A,Offshore,29/03/2019,8.2,Lad,12,17
Ten 5A,Offshore,29/03/2019,8.2,Lad,16,19
Ten 5A,Offshore,29/03/2019,8.2,Lad,20,20
Ten 5A,Offshore,29/03/2019,8.2,Lad,24,19
Ten 5A,Offshore,29/03/2019,8.2,Lad,28,30
Ten 5A,Offshore,29/03/2019,8.2,Lad,32,21
Ten 5A,Offshore,29/03/2019,8.2,Lad,36,12
Ten 5A,Offshore,29/03/2019,8.2,Lad,40,18
Ten 5A,Offshore,29/03/2019,8.2,Lad,42,20
Ten 5A,Offshore,29/03/2019,8.2,Lad,48,13
Buck-I4,Deep,,18,Lad,0,51
Buck-I4,Deep,,18,Lad,4,52
Buck-I4,Deep,,18,Lad,8,8
Buck-I4,Deep,,18,Lad,12,30
Buck-I4,Deep,,18,Lad,16,19
Buck-I4,Deep,,18,Lad,20,48
Buck-I4,Deep,,18,Lad,24,65
Buck-I4,Deep,,18,Lad,28,33
Buck-I4,Deep,,18,Lad,32,53
Buck-I4,Deep,,18,Lad,36,2
Buck-I4,Deep,,18,Lad,40,22
Buck-I4,Deep,,18,Lad,44,45
Buck-I4,Deep,,18,Lad,48,34
Buck-I4,Shallow,,18,Lad,0,43
Buck-I4,Shallow,,18,Lad,4,29
Buck-I4,Shallow,,18,Lad,8,45
Buck-I4,Shallow,,18,Lad,12,33
Buck-I4,Shallow,,18,Lad,16,24
Buck-I4,Shallow,,18,Lad,20,48
Buck-I4,Shallow,,18,Lad,24,33
Buck-I4,Shallow,,18,Lad,28,51
Buck-I4,Shallow,,18,Lad,32,43
Buck-I4,Shallow,,18,Lad,36,26
Buck-I4,Shallow,,18,Lad,40,50
Buck-I4,Shallow,,18,Lad,44,58
Buck-I4,Shallow,,18,Lad,48,49
Buck-P1,,,,Bernard,1,80
Buck-P1,,,,Bernard,2,90
Buck-P1,,,,Bernard,3,30
Buck-P1,,,,Bernard,4,10
Buck-P1,,,,Bernard,5,80
Buck-P1,,,,Bernard,6,60
Buck-P1,,,,Bernard,7,60
Buck-P1,,,,Bernard,8,50
Buck-P1,,,,Bernard,9,40
Buck-P1,,,,Bernard,10,30
Buck-P3,,,52,Lad,0,150
Buck-P3,,,52,Lad,4,148
Buck-P3,,,52,Lad,8,75
Buck-P4,,,50,Lad,0,43
Buck-P4,,,50,Lad,4,50
Buck-P4,,,50,Lad,8,52
Buck-P4,,,50,Lad,12,40
Buck-P4,,,50,Lad,16,43
Buck-P4,,,50,Lad,20,52
Buck-P5,,,,Bernard,1,80
Buck-P5,,,,Bernard,2,100
Buck-P5,,,,Bernard,3,60
Buck-P5,,,,Bernard,4,100
Buck-P5,,,,Bernard,5,70
Buck-P5,,,,Bernard,6,60
Buck-P5,,,,Bernard,7,60
Buck-P5,,,,Bernard,8,60
Buck-P5,,,,Bernard,9,80
Buck-P5,,,,Bernard,10,80
Buck-P5,,,,Bernard,11,80
Buck-P5,,,,Bernard,12,80
Buck-P7,,9-Apr-14,50,Lad,0,25
Buck-P7,,9-Apr-14,50,Lad,4,8
Buck-P7,,9-Apr-14,50,Lad,8,20
Buck-P7,,9-Apr-14,50,Lad,12,43
Buck-P7,,9-Apr-14,50,Lad,16,30
Buck-P7,,9-Apr-14,50,Lad,20,235
Buck-P7,,9-Apr-14,50,Lad,24,34
Buck-P7,,9-Apr-14,50,Lad,28,22
Buck-P7,,9-Apr-14,50,Lad,32,8
Buck-I1,,,,Bernard,1,60
Buck-I1,,,,Bernard,2,120
Buck-I1,,,,Bernard,3,150
Buck-I1,,,,Bernard,4,100
Buck-I1,,,,Bernard,5,120
Buck-I1,,,,Bernard,6,100
Buck-I1,,,,Bernard,7,110
Buck-I1,,,,Bernard,8,110
Buck-I1,,,,Bernard,9,120
Buck-I1,,,,Bernard,10,80
Buck-I1,,,,Bernard,11,70
Buck-I1,,,,Bernard,12,40
Buck-I2,,,,Bernard,1,60
Buck-I2,,,,Bernard,2,100
Buck-I2,,,,Bernard,3,80
Buck-I2,,,,Bernard,4,50
Buck-I2,,,,Bernard,5,100
Buck-I2,,,,Bernard,6,80
Buck-I2,,,,Bernard,7,80
Buck-I2,,,,Bernard,8,30
Buck-I2,,,,Bernard,9,30
Buck-I2,,,,Bernard,10,90
Buck-I2,,,,Bernard,11,80
Buck-I2,,,,Bernard,12,30
Buck-LF4,,,,Bernard,1,40
Buck-LF4,,,,Bernard,2,100
Buck-LF4,,,,Bernard,3,80
Buck-LF4,,,,Bernard,4,30
Buck-LF4,,,,Bernard,5,40
Buck-LF4,,,,Bernard,6,120
Buck-LF4,,,,Bernard,7,80
Buck-LF4,,,,Bernard,8,100
Buck-LF4,,,,Bernard,9,60
Buck-LF4,,,,Bernard,10,60
Buck-LF4,,,,Bernard,11,120
Buck-LF4,,,,Bernard,12,90
Buck-LF5,,,,Bernard,1,50
Buck-LF5,,,,Bernard,2,60
Buck-LF5,,,,Bernard,3,50
Buck-LF5,,,,Bernard,4,80
Buck-LF5,,,,Bernard,5,140
Buck-LF5,,,,Bernard,6,30
Buck-LF5,,,,Bernard,7,90
Buck-LF5,,,,Bernard,8,110
Buck-LF5,,,,Bernard,9,90
Buck-LF5,,,,Bernard,10,110
Buck-LF5,,,,Bernard,11,80
Buck-LF5,,,,Bernard,12,100
EFGB#1,East,27-Aug-19,61,Michelle Johnston,25,700
EFGB#1,East,27-Aug-19,61,Michelle Johnston,31,500
EFGB#1,East,27-Aug-19,61,Michelle Johnston,37,100
EFGB#1,East,27-Aug-19,61,Michelle Johnston,43,450
EFGB#1,East,27-Aug-19,61,Michelle Johnston,49,500
EFGB#1,East,27-Aug-19,61,Michelle Johnston,59,400
EFGB#1,East,27-Aug-19,61,Michelle Johnston,67,300
EFGB#1,East,27-Aug-19,61,Michelle Johnston,70,400
EFGB#1,East,27-Aug-19,61,Michelle Johnston,75,400
EFGB#1,North,27-Aug-19,60,Jonathan Langham,10,300
EFGB#1,North,27-Aug-19,60,Jonathan Langham,16,0
EFGB#1,North,27-Aug-19,60,Jonathan Langham,19,100
EFGB#1,North,27-Aug-19,60,Jonathan Langham,40,200
EFGB#1,North,27-Aug-19,60,Jonathan Langham,50,100
EFGB#1,North,27-Aug-19,60,Jonathan Langham,55,100
EFGB#1,North,27-Aug-19,60,Jonathan Langham,70,100
EFGB#1,North,27-Aug-19,60,Jonathan Langham,80,100
EFGB#1,West,27-Aug-19,63,Alexandra Davis,25,200
EFGB#1,West,27-Aug-19,63,Alexandra Davis,30,200
EFGB#1,West,27-Aug-19,63,Alexandra Davis,35,80
EFGB#1,West,27-Aug-19,63,Alexandra Davis,40,250
EFGB#1,West,27-Aug-19,63,Alexandra Davis,45,250
EFGB#1,West,27-Aug-19,63,Alexandra Davis,50,150
EFGB#1,West,27-Aug-19,63,Alexandra Davis,55,200
EFGB#1,West,27-Aug-19,63,Alexandra Davis,60,0
EFGB#1,West,27-Aug-19,63,Alexandra Davis,65,0
EFGB#1,West,27-Aug-19,63,Alexandra Davis,70,100
EFGB#1,West,27-Aug-19,63,Alexandra Davis,75,10
EFGB#3,West,26-Aug-19,65,Alexandra Davis,25,40
EFGB#3,West,26-Aug-19,65,Alexandra Davis,30,140
EFGB#3,West,26-Aug-19,65,Alexandra Davis,35,100
EFGB#3,West,26-Aug-19,65,Alexandra Davis,40,150
EFGB#3,West,26-Aug-19,65,Alexandra Davis,45,50
EFGB#3,West,26-Aug-19,65,Alexandra Davis,50,150
EFGB#3,West,26-Aug-19,65,Alexandra Davis,55,200
EFGB#3,West,26-Aug-19,65,Alexandra Davis,60,250
EFGB#3,West,26-Aug-19,65,Alexandra Davis,65,200
EFGB#3,West,26-Aug-19,65,Alexandra Davis,70,20
EFGB#3,West,26-Aug-19,65,Alexandra Davis,75,200
EFGB#7,East,27-Aug-19,65,Jonathan Langham,75,100
EFGB#7,East,27-Aug-19,65,Jonathan Langham,67,30
EFGB#7,East,27-Aug-19,65,Jonathan Langham,53,50
EFGB#7,East,27-Aug-19,65,Jonathan Langham,43,150
EFGB#7,East,27-Aug-19,65,Jonathan Langham,39,20
EFGB#7,East,27-Aug-19,65,Jonathan Langham,29,30
EFGB#7,East,27-Aug-19,65,Jonathan Langham,10,150
EFGB#7,East,27-Aug-19,65,Jonathan Langham,20,100
EFGB#7,East,27-Aug-19,65,Jonathan Langham,30,200
EFGB#7,East,27-Aug-19,65,Jonathan Langham,37,100
EFGB#7,East,27-Aug-19,65,Jonathan Langham,51,0
EFGB#7,East,27-Aug-19,65,Jonathan Langham,58,100
EFGB#7,East,27-Aug-19,65,Jonathan Langham,60,70
EFGB#7,East,27-Aug-19,65,Jonathan Langham,90,30
EFGB#7,North,27-Aug-19,65,Alexandra Davis,25,45
EFGB#7,North,27-Aug-19,65,Alexandra Davis,30,90
EFGB#7,North,27-Aug-19,65,Alexandra Davis,35,120
EFGB#7,North,27-Aug-19,65,Alexandra Davis,40,30
EFGB#7,North,27-Aug-19,65,Alexandra Davis,45,180
EFGB#7,North,27-Aug-19,65,Alexandra Davis,50,300
EFGB#7,North,27-Aug-19,65,Alexandra Davis,55,250
EFGB#7,North,27-Aug-19,65,Alexandra Davis,60,200
EFGB#7,North,27-Aug-19,65,Alexandra Davis,65,100
EFGB#7,North,27-Aug-19,65,Alexandra Davis,70,120
EFGB#7,North,27-Aug-19,65,Alexandra Davis,75,200
EFGB#7,South,27-Aug-19,62,Michelle Johnston,25,200
EFGB#7,South,27-Aug-19,62,Michelle Johnston,31,200
EFGB#7,South,27-Aug-19,62,Michelle Johnston,38,400
EFGB#7,South,27-Aug-19,62,Michelle Johnston,50,0
EFGB#7,South,27-Aug-19,62,Michelle Johnston,58,300
EFGB#7,South,27-Aug-19,62,Michelle Johnston,64,50
EFGB#7,South,27-Aug-19,62,Michelle Johnston,67,200
EFGB#7,South,27-Aug-19,62,Michelle Johnston,75,0
EFGB#7,South,27-Aug-19,75,Reuban Watkins,25,60
EFGB#7,South,27-Aug-19,75,Reuban Watkins,35,20
EFGB#7,South,27-Aug-19,75,Reuban Watkins,45,0
EFGB#7,South,27-Aug-19,75,Reuban Watkins,55,100
EFGB#7,South,27-Aug-19,75,Reuban Watkins,65,200
WFGB#1,East,28-Aug-19,73,Michelle Johnston,75,450
WFGB#1,East,28-Aug-19,73,Michelle Johnston,70,200
WFGB#1,East,28-Aug-19,73,Michelle Johnston,67,100
WFGB#1,East,28-Aug-19,73,Michelle Johnston,55,400
WFGB#1,East,28-Aug-19,73,Michelle Johnston,52,200
WFGB#1,East,28-Aug-19,73,Michelle Johnston,37,100
WFGB#1,East,28-Aug-19,73,Michelle Johnston,30,300
WFGB#1,East,28-Aug-19,73,Michelle Johnston,25,250
WFGB#1,North,28-Aug-19,100,Jonathan Langham,60,50
WFGB#1,North,28-Aug-19,100,Jonathan Langham,50,50
WFGB#1,North,28-Aug-19,100,Jonathan Langham,40,50
WFGB#1,North,28-Aug-19,100,Jonathan Langham,25,200
WFGB#1,North,28-Aug-19,100,Jonathan Langham,20,200
WFGB#1,North,28-Aug-19,100,Jonathan Langham,15,50
WFGB#1,North,28-Aug-19,100,Jonathan Langham,30,150
WFGB#1,North,28-Aug-19,100,Jonathan Langham,40,50
WFGB#1,North,28-Aug-19,100,Jonathan Langham,50,10
WFGB#1,North,28-Aug-19,100,Jonathan Langham,58,100
WFGB#1,South,28-Aug-19,70,Louise Patricio,75,200
WFGB#1,South,28-Aug-19,70,Louise Patricio,73,200
WFGB#1,South,28-Aug-19,70,Louise Patricio,59,100
WFGB#1,South,28-Aug-19,70,Louise Patricio,44,200
WFGB#1,South,28-Aug-19,70,Louise Patricio,33,300
WFGB#1,South,28-Aug-19,73,Louise Patricio,25,175
WFGB#1,South,28-Aug-19,73,Louise Patricio,30,200
WFGB#1,South,28-Aug-19,73,Louise Patricio,35,200
WFGB#1,South,28-Aug-19,73,Louise Patricio,42,175
WFGB#1,South,28-Aug-19,73,Louise Patricio,52,125
WFGB#1,South,28-Aug-19,73,Louise Patricio,58,125
WFGB#1,South,28-Aug-19,73,Louise Patricio,70,125
WFGB#1,South,28-Aug-19,73,Louise Patricio,75,175
WFGB#1,West,28-Aug-19,78,Alexandra Davis,25,100
WFGB#1,West,28-Aug-19,78,Alexandra Davis,30,0
WFGB#1,West,28-Aug-19,78,Alexandra Davis,35,10
WFGB#1,West,28-Aug-19,78,Alexandra Davis,40,100
WFGB#1,West,28-Aug-19,78,Alexandra Davis,45,100
WFGB#1,West,28-Aug-19,78,Alexandra Davis,50,80
WFGB#1,West,28-Aug-19,78,Alexandra Davis,55,160
WFGB#1,West,28-Aug-19,78,Alexandra Davis,60,60
WFGB#1,West,28-Aug-19,78,Alexandra Davis,65,30
WFGB#1,West,28-Aug-19,78,Alexandra Davis,70,130
WFGB#1,West,28-Aug-19,78,Alexandra Davis,75,300
WFGB#3,East,28-Aug-19,75,Alexandra Davis,25,20
WFGB#3,East,28-Aug-19,75,Alexandra Davis,30,350
WFGB#3,East,28-Aug-19,75,Alexandra Davis,35,120
WFGB#3,East,28-Aug-19,75,Alexandra Davis,40,250
WFGB#3,East,28-Aug-19,75,Alexandra Davis,45,80
WFGB#3,East,28-Aug-19,75,Alexandra Davis,50,150
WFGB#3,East,28-Aug-19,75,Alexandra Davis,55,180
WFGB#3,East,28-Aug-19,75,Alexandra Davis,60,100
WFGB#3,East,28-Aug-19,75,Alexandra Davis,65,300
WFGB#3,East,28-Aug-19,75,Alexandra Davis,70,10
WFGB#3,East,28-Aug-19,75,Alexandra Davis,75,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,75,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,71,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,69,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,64,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,60,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,49,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,43,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,31,200
WFGB#3,South,28-Aug-19,75,Michelle Johnston,25,200
WFGB#2,North,29-Aug-16,80,Stephanie Green,,600
WFGB#2,East,29-Aug-16,85,Stephanie Green,,400
WFGB#2,South,29-Aug-16,80,Kevin Buch,,250
WFGB#2,West,29-Aug-16,70,Michelle Johnston,,500
WFGB#2,North,29-Aug-16,81,Steve Gitings,,300
WFGB#2,East,29-Aug-16,79,Stephanie Green,,200
WFGB#2,South,29-Aug-16,80,Kevin Buch,,250
WFGB#2,West,29-Aug-16,76,Michelle Johnston,,800
EFGB#4,North,31-Aug-16,70,Michelle Johnston,,300
EFGB#4,East,31-Aug-16,73,Steve Gitings,,150
EFGB#4,South,31-Aug-16,80,Stephanie Green,,400
EFGB#4,West,31-Aug-16,67,Kevin Buch,,300
EFGB#4,North,31-Aug-16,65,Michelle Johnston,,500
EFGB#4,East,31-Aug-16,70,Steve Gitings,,200
EFGB#4,South,31-Aug-16,61,Stephanie Green,,400
EFGB#4,West,31-Aug-16,70,Kevin Buch,,300
EFGB#6,North,31-Aug-16,68,Kevin Buch,,250
EFGB#6,East,31-Aug-16,60,Michelle Johnston,,300
EFGB#6,South,31-Aug-16,65,Raven Walker,,600
EFGB#6,West,31-Aug-16,67,Stephanie Green,,400
EFGB#6,North,31-Aug-16,68,Kevin Buch,,250
EFGB#6,East,31-Aug-16,62,Michelle Johnston,,500
EFGB#6,South,31-Aug-16,65,Raven Walker,,600
EFGB#6,West,31-Aug-16,63,Stephanie Green,,300